Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Transmission_Manual,Fuel_Type_Petrol,First_Owner
2011,54000,Diesel,Automatic,First,14,2987,224,5,21990,0,0,1
2007,50000,Petrol,Manual,Second,17.3,1061,64,5,1100,1,1,0
2018,13000,Petrol,Manual,First,21.4,1197,83.1,5,6600,1,1,1
2013,74000,Petrol,Manual,First,22,1197,81.8,5,4500,1,1,1
2009,75000,Petrol,Manual,Second,14.7,1150,76,5,1000,1,1,0
2017,25000,Diesel,Manual,First,20.14,1498,88,5,6900,1,0,1
2012,139000,Diesel,Automatic,First,0,2179,115,5,16750,0,0,1
2015,52000,Diesel,Automatic,First,14.16,1968,174.3,5,25490,0,0,1
2015,20000,Diesel,Automatic,First,18.53,1968,187.74,5,35500,0,0,1
2018,32663,Diesel,Manual,First,24,1186,73.97,5,6280,1,0,1
2012,76777,Diesel,Manual,Second,12.05,2179,120,8,4880,1,0,0
2016,100303,Diesel,Manual,First,22.95,1248,74,5,3700,1,0,1
2015,43993,Petrol,Manual,First,21.1,814,55.2,5,3450,1,1,1
2016,72118,Diesel,Manual,First,15.4,2179,120,8,10230,1,0,1
2010,83000,Petrol,Automatic,Second,11.1,2354,142,5,6500,0,1,0
2016,7523,Petrol,Manual,First,16.2,1199,74,5,6150,1,1,1
2014,34670,Petrol,Manual,First,15.1,1196,73,7,2900,1,1,1
2016,30000,Diesel,Manual,First,24,1120,70,5,5500,1,0,1
2017,17000,Diesel,Automatic,First,10.91,3198,197,7,31000,0,0,1
2015,59261,Diesel,Manual,First,24,1186,73.97,5,4250,1,0,1
2016,65210,Diesel,Manual,First,22.9,1248,74,5,5480,1,0,1
2016,19000,Petrol,Manual,First,18.6,1197,81.83,5,7250,1,1,1
2012,50000,Petrol,Manual,First,17.5,1298,85.8,5,3000,1,1,1
2015,47000,Diesel,Automatic,First,22.69,1995,190,5,29500,0,0,1
2007,75000,Petrol,Manual,Second,17.7,1497,78,5,1490,1,1,0
2013,54534,Petrol,Automatic,First,16.95,1197,78.9,5,3650,0,1,1
2018,13000,Diesel,Manual,First,23,1498,98.96,5,10900,1,0,1
2015,48808,Petrol,Manual,First,23.1,998,67.04,5,4300,1,1,1
2012,63001,Diesel,Manual,Second,20.77,1248,88.76,7,6110,1,0,0
2015,64771,Diesel,Manual,First,12.8,2494,102,8,15500,1,0,1
2016,34634,Petrol,Manual,First,17.8,1497,117.3,5,6900,1,1,1
2012,69242,Petrol,Manual,First,19.1,1197,85.8,5,4690,1,1,1
2011,33292,Petrol,Manual,First,18.5,1197,85.8,5,3190,1,1,1
2012,55000,Petrol,Automatic,Second,15,1396,98.6,5,3750,0,1,0
2019,1000,Petrol,Manual,First,17.19,1197,81.86,5,8600,1,1,1
2011,80000,Petrol,Manual,Second,17,1497,118,5,3850,1,1,0
2016,65003,Diesel,Automatic,First,13.6,4134,382,5,67830,0,0,1
2019,16573,Petrol,Manual,First,17.8,1198,86.7,5,9310,1,1,1
2008,152633,Petrol,Automatic,First,12.9,1799,130,5,3000,0,1,1
2015,53000,Petrol,Manual,First,18.6,1197,81.83,5,5500,1,1,1
2017,50129,Diesel,Manual,First,19.67,1582,126.2,5,13300,1,0,1
2013,63716,Diesel,Automatic,First,15.73,1968,174.33,5,23000,0,0,1
2018,11000,Petrol,Manual,First,24.7,796,47.3,5,3350,1,1,1
2012,115000,Diesel,Automatic,Third,15.06,1995,177,5,10000,0,0,0
2013,63265,Petrol,Manual,First,20.36,1197,78.9,5,2950,1,1,1
2016,20000,Diesel,Manual,First,21.66,1498,108.62,5,6750,1,0,1
2010,79000,Petrol,Manual,Third,16.47,1198,73.9,5,2440,1,1,0
2015,41000,Petrol,Manual,First,20.73,1373,91.1,5,5850,1,1,1
2015,26323,Petrol,Automatic,First,17.21,1197,103.5,5,7400,0,1,1
2016,76000,Diesel,Manual,First,24.4,1120,71,5,3800,1,0,1
2008,69972,Petrol,Manual,First,13.5,1799,130,5,3800,1,1,1
2008,69000,Petrol,Manual,First,17.7,1497,78,5,2700,1,1,1
2016,65000,Diesel,Manual,First,15.96,2523,62.1,7,7210,1,0,1
2016,29512,Petrol,Manual,First,17.4,1497,117.3,5,7900,1,1,1
2017,51000,Diesel,Manual,First,25.4,1186,73.97,5,4200,1,0,1
2014,58003,Diesel,Manual,First,19.01,1461,108.45,5,5750,1,0,1
2013,56500,Petrol,Automatic,First,16.98,998,66.1,5,3450,0,1,1
2014,29063,Diesel,Automatic,First,17.11,1968,174.33,5,25750,0,0,1
2018,46811,Diesel,Manual,First,16,2179,140,7,16590,1,0,1
2014,31897,Petrol,Manual,First,18.06,1198,74.96,5,4690,1,1,1
2009,52100,Diesel,Automatic,Second,13.2,1995,170,5,7500,0,0,0
2016,73000,Diesel,Manual,First,13.68,2393,147.8,7,16500,1,0,1
2009,31423,Petrol,Manual,First,17,1497,118,5,1990,1,1,1
2014,75180,Diesel,Manual,First,22.9,1248,74,5,5250,1,0,1
2013,75000,Diesel,Manual,Second,19.64,1461,108.45,5,5400,1,0,0
2014,15000,Petrol,Manual,First,16.47,1198,74,5,3900,1,1,1
2015,12000,Petrol,Manual,First,17.19,1197,81.86,5,5800,1,1,1
2014,32000,Diesel,Automatic,First,18.12,1995,190,5,30500,0,0,1
2017,44504,Diesel,Manual,First,23.4,1248,74,5,5600,1,0,1
2015,39437,Diesel,Manual,First,28.4,1248,74,5,5150,1,0,1
2017,36931,Diesel,Automatic,First,19.08,1582,126.2,5,9480,0,0,1
2016,17800,Petrol,Automatic,Second,21.9,624,37.48,4,2380,0,1,0
2009,71346,Petrol,Manual,First,17.5,1298,85.8,5,3800,1,1,1
2015,45000,Petrol,Manual,Second,18.6,1197,81.83,5,5500,1,1,0
2010,85155,Petrol,Manual,First,17,1197,80,5,3550,1,1,1
2015,48823,Petrol,Manual,First,20.73,1373,91.1,5,6350,1,1,1
2015,37000,Diesel,Automatic,First,12.7,2179,187.7,5,36000,0,0,1
2005,92000,Diesel,Manual,Second,16.1,1405,70,5,1100,1,0,0
2014,36000,Petrol,Manual,First,17.57,1193,88.7,5,3700,1,1,1
2016,24569,Diesel,Manual,First,16,1997,140,7,13500,1,0,1
2008,95000,Petrol,Automatic,Third,11.7,2354,177.6,5,2850,0,1,0
2015,25811,Petrol,Manual,Second,25.4,624,37.5,4,2130,1,1,0
2015,65000,Diesel,Manual,First,22.7,1582,126.2,5,7750,1,0,1
2017,100400,Diesel,Manual,First,25,1396,69,5,2850,1,0,1
2014,76414,Diesel,Manual,First,25.8,1498,98.6,5,4950,1,0,1
2012,82103,Diesel,Manual,First,15.1,2179,140,7,6200,1,0,1
2013,98000,Diesel,Automatic,First,18.56,1995,190,5,17500,0,0,1
2010,45252,Petrol,Manual,First,18.9,1197,81.86,5,2250,1,1,1
2017,10300,Petrol,Manual,First,21.4,1197,83.1,5,6750,1,1,1
2016,42024,Diesel,Automatic,First,19.08,1582,126.2,5,9730,0,0,1
2018,51236,Diesel,Manual,First,25.47,1248,88.5,7,8490,1,0,1
2013,52000,Petrol,Automatic,First,13.6,1598,181,4,25000,0,1,1
2015,42894,Diesel,Manual,First,23.2,1248,73.94,5,5590,1,0,1
2011,68000,Diesel,Automatic,First,15.6,1896,106,5,4800,0,0,1
2014,69000,Diesel,Manual,First,22.7,1498,89.84,5,5450,1,0,1
2017,10000,Petrol,Manual,First,18.6,1197,81.83,5,6500,1,1,1
2015,16000,Petrol,Manual,First,19.4,1198,86.8,5,4350,1,1,1
2013,46992,Diesel,Manual,First,25.8,1498,98.6,5,3750,1,0,1
2010,170000,Diesel,Automatic,Third,18.48,1995,177,5,12000,0,0,0
2014,58000,Diesel,Automatic,First,12.07,2967,241.4,7,32000,0,0,1
2015,50000,Diesel,Manual,Second,24,1120,70,5,4000,1,0,0
2011,39010,Diesel,Manual,First,23.08,1461,63.1,5,2600,1,0,1
2016,26946,Petrol,Manual,First,18.9,1197,82,5,4450,1,1,1
2015,28700,Petrol,Manual,First,21.1,814,55.2,5,2600,1,1,1
2011,60000,Petrol,Automatic,First,11.74,1796,186,5,16000,0,1,1
2014,38999,Diesel,Automatic,First,12.7,2179,187.7,5,32500,0,0,1
2016,39000,Diesel,Automatic,First,11.18,2696,184,7,13850,0,0,1
2018,7784,Petrol,Manual,First,20.73,1373,91.1,5,8760,1,1,1
2014,45710,Petrol,Automatic,First,11.8,3498,272,7,23680,0,1,1
2017,42000,Petrol,Automatic,First,22,1197,81.8,5,5500,0,1,1
2013,75995,Diesel,Automatic,Second,11.49,4367,335.3,5,65810,0,0,0
2013,57000,Diesel,Manual,First,19.01,1461,108.45,5,4990,1,0,1
2013,85350,Diesel,Manual,Second,22.32,1582,126.32,5,5700,1,0,0
2016,82725,Petrol,Automatic,First,14.28,1798,138.03,5,11990,0,1,1
2016,19000,Diesel,Automatic,Second,21.76,1995,190,5,29990,0,0,0
2018,13900,Petrol,Manual,First,18.88,1499,110.4,5,9500,1,1,1
2014,108000,Diesel,Manual,First,25.2,1248,74,5,5500,1,0,1
2016,36000,Diesel,Automatic,First,11.72,2199,194.3,7,23000,0,0,1
2013,62188,Diesel,Manual,First,17.2,1396,53.5,5,2950,1,0,1
2015,58397,Diesel,Manual,First,24,1120,70,5,4900,1,0,1
2016,30000,Petrol,Automatic,First,22.5,998,67,5,4250,0,1,1
2018,29907,Diesel,Manual,First,16,2179,140,7,16360,1,0,1
2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,9950,0,0,1
2012,65000,Diesel,Manual,First,20.54,1598,103.6,5,5500,1,0,1
2016,22000,Diesel,Manual,First,24.3,1248,88.5,5,8250,1,0,1
2002,99024,Petrol,Manual,First,17.3,993,60,5,950,1,1,1
2016,34952,Petrol,Manual,First,19.81,1086,68.05,5,4010,1,1,1
2019,13913,Petrol,Manual,First,17.5,1199,88.7,5,8200,1,1,1
2014,71000,Diesel,Manual,Second,25.1,1498,98.6,5,6200,1,0,0
2012,97000,Diesel,Automatic,First,11.5,2982,169,7,16750,0,0,1
2017,21000,Diesel,Automatic,First,16,2179,140,7,16500,0,0,1
2012,110438,Diesel,Manual,First,20,1399,68.05,5,3500,1,0,1
2017,66507,Petrol,Automatic,Second,19,1199,88.7,5,5430,0,1,0
2017,54650,Diesel,Automatic,First,10.91,3198,197,7,30350,0,0,1
2014,32000,Petrol,Automatic,First,17.97,1498,99.6,5,7990,0,1,1
2011,75378,Diesel,Manual,First,18.7,1896,66,5,3590,1,0,1
2012,82697,Diesel,Manual,First,25.44,936,57.6,5,1900,1,0,1
2009,135000,Petrol,Automatic,First,12.1,2362,164.7,5,4700,0,1,1
2012,149000,Diesel,Manual,First,19.01,1461,108.45,5,7250,1,0,1
2016,26212,Diesel,Automatic,First,17.9,2143,136,5,24460,0,0,1
2014,23500,Petrol,Manual,Second,17.57,1193,88.7,5,3900,1,1,0
2013,56127,Petrol,Manual,First,18.5,1197,80,5,5150,1,1,1
2015,26000,Petrol,Automatic,First,21.5,1197,81.8,5,3650,0,1,1
2016,26000,Diesel,Manual,First,25.4,1186,73.97,5,5000,1,0,1
2009,42000,Petrol,Manual,First,17,1497,118,5,2300,1,1,1
2001,130000,Petrol,Manual,Second,13.2,1495,94,5,750,1,1,0
2009,137148,Petrol,Manual,Second,13.9,1599,103.2,5,1850,1,1,0
2010,114703,Petrol,Manual,First,15.6,1196,70,5,1800,1,1,1
2014,97439,Diesel,Manual,First,25.8,1498,98.6,5,4410,1,0,1
2006,40000,Petrol,Manual,First,18.9,998,67.1,5,2000,1,1,1
2014,28000,Diesel,Automatic,First,13,2987,258,5,31750,0,0,1
2015,37500,Diesel,Automatic,First,17.68,1968,174.33,5,32000,0,0,1
2010,37000,Diesel,Automatic,First,13.5,2987,282,5,21000,0,0,1
2010,83000,Diesel,Manual,First,19.3,1248,73.9,5,2750,1,0,1
2005,79012,Petrol,Manual,First,13.4,1794,125,5,2640,1,1,1
2018,27395,Diesel,Manual,First,15.4,2179,120,7,14190,1,0,1
2017,35362,Petrol,Manual,First,22.5,998,67.04,5,3850,1,1,1
2014,117000,Diesel,Manual,First,13,2982,168.5,7,15500,1,0,1
2010,23000,Petrol,Manual,First,18.2,1061,64,5,1900,1,1,1
2014,59508,Petrol,Manual,First,25.4,624,37.48,4,1260,1,1,1
2009,69000,Petrol,Manual,Second,18.5,1197,80,5,2400,1,1,0
2010,58000,Diesel,Automatic,First,22.69,1995,190,5,11500,0,0,1
2014,88511,Diesel,Manual,First,16,2179,140,7,8250,1,0,1
2011,66000,Petrol,Manual,First,15.8,1598,105,5,2750,1,1,1
2009,65000,Petrol,Manual,Second,17.5,1198,70,5,1400,1,1,0
2015,30676,Petrol,Manual,First,25.4,624,37.5,4,2900,1,1,1
2011,76000,Diesel,Manual,First,20,1399,68,5,2400,1,0,1
2013,23627,Petrol,Automatic,First,14.8,1598,105,5,4750,0,1,1
2018,52827,Diesel,Automatic,First,12.7,2179,187.7,5,44760,0,0,1
2015,64465,Diesel,Manual,First,26,1498,98.6,5,6220,1,0,1
2018,14000,Petrol,Automatic,First,22.5,999,67,5,4500,0,1,1
2015,26000,Petrol,Manual,First,18.9,1197,82,5,4250,1,1,1
2011,78203,Diesel,Automatic,First,18.1,1991,147.9,4,5500,0,0,1
2017,27000,Diesel,Manual,First,22.54,1396,88.73,5,6950,1,0,1
2018,31919,Petrol,Automatic,First,24.07,998,67.1,5,4560,0,1,1
2016,47392,Diesel,Manual,First,20.5,1582,126.2,5,13820,1,0,1
2016,17362,Petrol,Manual,First,18,1198,86.7,5,5650,1,1,1
2016,49716,Diesel,Manual,First,21.19,1396,88.73,5,6200,1,0,1
2014,48000,Petrol,Manual,First,23.1,998,67.04,5,3250,1,1,1
2009,46000,Diesel,Automatic,First,16.55,1968,147.51,5,8500,0,0,1
2016,79000,Diesel,Manual,First,24.8,1396,88.7,5,7250,1,0,1
2013,57000,Diesel,Manual,First,21.8,1461,78,5,4610,1,0,1
2016,29754,Petrol,Manual,First,16.2,1199,74,5,5300,1,1,1
2012,50123,Diesel,Manual,First,17,1405,70,5,1900,1,0,1
2012,57184,Petrol,Manual,First,20.36,1197,78.9,5,3090,1,1,1
2007,75000,Diesel,Automatic,Second,16.46,2993,258,5,9500,0,0,0
2015,26000,Diesel,Automatic,First,17.01,1582,126.2,5,12650,0,0,1
2016,22129,Petrol,Manual,First,18.9,1197,82,5,4250,1,1,1
2011,127887,Diesel,Manual,First,21.1,1248,73.9,5,2950,1,0,1
2006,92000,Diesel,Manual,First,10.5,2179,120,8,3450,1,0,1
2011,60634,Petrol,Manual,First,19.81,1086,68.05,5,3300,1,1,1
2014,90000,Diesel,Manual,First,14,2179,138.1,7,8000,1,0,1
2009,59000,Petrol,Manual,First,13.5,1799,130,5,2710,1,1,1
2012,59293,Petrol,Manual,First,18.2,998,67.1,5,2700,1,1,1
2012,80753,Diesel,Manual,Second,23.4,1248,74,5,4500,1,0,0
2015,40000,Diesel,Manual,Second,13,2982,168.5,7,18750,1,0,0
2014,103000,Diesel,Manual,Second,28.4,1248,74,5,5250,1,0,0
2012,72389,LPG,Manual,First,26.2,998,58.2,5,3200,1,0,1
2017,48000,Diesel,Manual,First,28.4,1248,73.75,5,6000,1,0,1
2014,41000,Petrol,Manual,First,18.9,1197,82,5,3140,1,1,1
2016,26000,Petrol,Manual,First,25.17,799,53.3,5,2550,1,1,1
2012,30000,Petrol,Manual,Second,15.64,1193,64.08,5,2300,1,1,0
2014,74624,Diesel,Manual,First,20,1399,68.05,5,5650,1,0,1
2015,47877,Diesel,Automatic,First,15.15,2967,240,5,48220,0,0,1
2016,35000,Petrol,Manual,First,24.07,998,67.1,5,3000,1,1,1
2015,52123,Diesel,Manual,First,20.34,1498,103.2,5,7500,1,0,1
2005,90000,Diesel,Manual,First,10.5,2179,120,8,2600,1,0,1
2018,1400,Diesel,Automatic,First,18.56,1995,190,5,61250,0,0,1
2009,122000,Petrol,Manual,Second,17,1497,118,5,3500,1,1,0
2016,21110,Petrol,Automatic,First,17.44,1998,189.08,4,28950,0,1,1
2015,78000,Diesel,Automatic,First,13.5,2477,175.56,6,15000,0,0,1
2012,72000,Diesel,Manual,First,19.3,1248,73.9,5,4250,1,0,1
2006,48000,Petrol,Automatic,First,8.6,5998,552,4,59000,0,1,1
2013,43486,Diesel,Manual,First,20.77,1248,88.76,7,6600,1,0,1
2007,199000,Diesel,Manual,Second,12.8,2494,102,7,5200,1,0,0
2010,34000,Petrol,Manual,First,11.7,1796,178,5,10000,1,1,1
2016,37944,Diesel,Automatic,First,14.84,2143,167.62,5,35000,0,0,1
2017,30000,Diesel,Manual,First,22.7,1498,89.84,5,8750,1,0,1
2015,64005,Petrol,Manual,First,17.71,1197,78.9,5,4570,1,1,1
2012,62000,Petrol,Manual,First,20.36,1197,78.9,5,2500,1,1,1
2014,59885,Diesel,Automatic,First,12.39,2179,147.51,5,20110,0,0,1
2011,144471,Diesel,Manual,First,12.8,2494,102,8,7800,1,0,1
2011,63991,Petrol,Manual,First,18.5,1197,80,5,3610,1,1,1
2015,34895,Petrol,Automatic,First,19.15,1198,75.94,5,4600,0,1,1
2015,97003,Diesel,Automatic,First,15.87,2993,308.43,5,85000,0,0,1
2015,45000,Petrol,Automatic,First,16.8,1497,118,5,5250,0,1,1
2013,45000,Diesel,Manual,Second,25.8,1498,98.6,5,3300,1,0,0
2013,100000,Diesel,Manual,Second,11.5,2982,171,7,17750,1,0,0
2016,70000,Diesel,Automatic,First,12.97,2179,187.7,5,35000,0,0,1
2016,37023,Diesel,Manual,First,19.67,1582,126.2,5,13390,1,0,1
2012,81000,Diesel,Manual,First,25.44,936,56.3,5,2500,1,0,1
2017,20789,Diesel,Automatic,First,11.36,2755,171.5,7,18360,0,0,1
2015,68310,Diesel,Manual,First,23.4,1248,74,5,5950,1,0,1
2015,47250,Diesel,Manual,Second,19.67,1582,126.2,5,11000,1,0,0
2014,47000,Diesel,Automatic,Second,12.65,2993,255,5,64750,0,0,0
2017,128000,Diesel,Manual,First,25.8,1498,98.6,5,6300,1,0,1
2017,17702,Petrol,Manual,First,15.29,1591,121.3,5,11940,1,1,1
2014,34987,Petrol,Automatic,First,18.19,1197,103.5,5,5950,0,1,1
2017,37000,Diesel,Manual,First,26,1498,98.6,5,11000,1,0,1
2017,38271,Petrol,Manual,First,15.29,1591,121.3,5,12530,1,1,1
2012,32510,Diesel,Manual,Second,20,1399,68,5,3750,1,0,0
2014,88000,Diesel,Automatic,First,14.69,2993,258,5,27000,0,0,1
2012,116000,Diesel,Manual,First,10.5,2835,107.2,6,9950,1,0,1
2013,156000,Diesel,Manual,First,19.87,1461,83.8,5,4200,1,0,1
2010,75319,Petrol,Manual,Second,21.1,1197,85.8,5,2000,1,1,0
2013,28000,Petrol,Manual,First,18.9,1197,82,5,3250,1,1,1
2017,16500,Diesel,Automatic,First,17.9,2143,136,5,34000,0,0,1
2016,75637,Diesel,Automatic,First,22.48,1995,190,5,30370,0,0,1
2018,32854,Petrol,Automatic,First,13,1591,121.3,5,12600,0,1,1
2019,6568,Petrol,Manual,First,25.17,799,53.3,5,5090,1,1,1
2014,30000,Diesel,Automatic,First,14.94,2967,241.4,5,24500,0,0,1
2018,17804,Diesel,Manual,Second,28.09,1248,88.5,5,7970,1,0,0
2011,69768,Petrol,Manual,First,16,1198,90,5,2900,1,1,1
2016,62404,Diesel,Automatic,First,22.69,1995,190,5,21330,0,0,1
2012,97000,Diesel,Automatic,Second,19.08,1582,126.32,5,6500,0,0,0
2016,55687,Diesel,Manual,First,21.38,1396,88.7,5,12150,1,0,1
2014,17000,Petrol,Manual,First,15.04,1598,103.2,5,4250,1,1,1
2017,34232,Diesel,Automatic,First,21.76,1995,190,5,35840,0,0,1
2004,135000,Petrol,Automatic,Third,14.4,1997,152,5,3000,0,1,0
2012,80000,Diesel,Manual,First,19.72,1461,108.45,5,6750,1,0,1
2014,31045,Petrol,Manual,Second,18.6,1197,81.83,5,5650,1,1,0
2013,58000,Diesel,Automatic,Second,16.96,1968,138.03,5,7500,0,0,0
2018,35480,Diesel,Manual,First,19.67,1582,126.2,5,13340,1,0,1
2016,62287,Diesel,Manual,First,28.09,1248,88.5,5,7900,1,0,1
2015,46162,Diesel,Manual,First,22.54,1396,88.73,5,6980,1,0,1
2014,9200,Petrol,Manual,First,17.01,1591,121.3,5,5750,1,1,1
2012,55339,Diesel,Manual,First,22.07,1199,73.9,5,2650,1,0,1
2011,55476,Diesel,Manual,First,22.07,1199,73.9,5,2490,1,0,1
2007,68553,Petrol,Manual,Second,15,1586,104.68,5,1500,1,1,0
2016,67376,Diesel,Manual,First,24.5,1498,98.6,7,6500,1,0,1
2013,42000,Diesel,Manual,First,19.64,1461,108.45,5,8000,1,0,1
2019,28069,Diesel,Automatic,First,12.9,2755,174.5,7,30850,0,0,1
2014,93144,Diesel,Automatic,First,14.7,1984,181,5,17150,0,0,1
2014,24300,Petrol,Automatic,First,23.1,998,67.04,5,4550,0,1,1
2015,47883,Diesel,Manual,Second,26.21,1248,88.5,5,7400,1,0,0
2013,12467,Diesel,Automatic,First,12.8,1968,167.6,5,25640,0,0,1
2013,56683,Diesel,Automatic,Second,17.05,1995,184,5,13500,0,0,0
2013,38000,Petrol,Manual,First,15.6,1196,70,5,3550,1,1,1
2018,35000,Diesel,Manual,First,22.7,1582,126.2,5,15000,1,0,1
2007,80000,Petrol,Manual,Second,13.9,1599,103.2,5,1950,1,1,0
2006,125000,Petrol,Manual,Second,13.5,1799,130,5,2300,1,1,0
2013,123000,Diesel,Manual,Second,12.55,2982,168.5,7,15000,1,0,0
2012,70000,Petrol,Manual,First,20.36,1197,78.9,5,3150,1,1,1
2012,87982,Diesel,Manual,First,21.64,1461,84.8,5,5000,1,0,1
2013,40714,Diesel,Automatic,Second,18.12,1995,190,5,24750,0,0,0
2008,83000,Diesel,Manual,Second,16.52,1991,123.7,5,2600,1,0,0
2011,86000,Petrol,Manual,First,20.36,1197,78.9,5,3750,1,1,1
2009,60002,Diesel,Manual,Second,17.5,1896,106,5,4850,1,0,0
2013,60000,Diesel,Automatic,First,10,2148,170,5,27000,0,0,1
2014,84677,Diesel,Manual,First,25.8,1498,98.6,5,3000,1,0,1
2017,23000,Diesel,Automatic,First,20.68,1995,190,5,28750,0,0,1
2016,81424,Diesel,Manual,First,12.99,2494,100.6,8,14490,1,0,1
2013,36400,Diesel,Automatic,First,7.5,4806,394.3,4,72000,0,0,1
2012,70000,Diesel,Manual,Second,22.71,1461,84.8,5,4000,1,0,0
2015,40000,Diesel,Manual,Second,26.59,1248,74,5,4500,1,0,0
2019,600,Petrol,Automatic,First,21.5,1197,81.8,5,6250,0,1,1
2015,65320,Diesel,Automatic,Second,16.96,1968,138.03,5,11500,0,0,0
2009,79000,Petrol,Manual,Third,9.8,2354,180,5,3100,1,1,0
2018,5000,Petrol,Manual,First,17.8,1497,117.3,5,10110,1,1,1
2019,6028,Petrol,Manual,First,17.01,1591,121.3,5,11540,1,1,1
2006,86000,Petrol,Manual,Second,18.9,998,67.1,5,1000,1,1,0
2013,160000,Diesel,Manual,Second,23.4,1248,74,5,2500,1,0,0
2011,59967,Petrol,Automatic,First,9.74,1984,208,5,18000,0,1,1
2018,43127,Diesel,Manual,First,23.59,1364,67.04,5,6850,1,0,1
2012,65727,Petrol,Manual,First,19.81,1086,68.05,5,2970,1,1,1
2013,70000,Petrol,Manual,First,17.01,1591,121.3,5,4750,1,1,1
2018,39861,Diesel,Manual,First,20.14,1498,88.8,5,7380,1,0,1
2017,16485,Diesel,Automatic,First,22.48,1995,187.74,5,42750,0,0,1
2010,77332,Diesel,Manual,Second,23,1396,90,5,3650,1,0,0
2017,17489,Petrol,Automatic,First,18.9,1197,82,5,5990,0,1,1
2012,125000,Diesel,Automatic,First,11.5,2982,169,7,13500,0,0,1
2016,35129,Petrol,Automatic,First,21.4,1197,83.1,5,7000,0,1,1
2016,22982,Petrol,Automatic,First,13,1591,121.3,5,10950,0,1,1
2013,54500,Petrol,Manual,Third,20.36,1197,78.9,5,2950,1,1,0
2017,16235,Diesel,Manual,First,24.7,1047,69,5,5500,1,0,1
2017,73641,Petrol,Automatic,First,14.67,1798,177.46,5,17080,0,1,1
2015,59572,Diesel,Manual,First,26.59,1248,74,5,6850,1,0,1
2014,112827,Petrol,Automatic,First,13.1,1997,141.1,5,10500,0,1,1
2010,118000,Diesel,Manual,First,12.8,2494,102,8,8750,1,0,1
2010,60000,Petrol,Manual,First,17,1497,118,5,2700,1,1,1
2012,75059,Petrol,Automatic,First,17,1591,121.3,5,4250,0,1,1
2018,3000,Diesel,Manual,First,23.59,1364,67.04,5,7900,1,0,1
2011,78000,Petrol,Automatic,Second,13.7,1798,157.75,5,4500,0,1,0
2012,47000,Diesel,Manual,First,21.64,1461,84.8,5,4000,1,0,1
2012,42000,Petrol,Manual,First,17,1497,118,5,4750,1,1,1
2018,6820,Diesel,Manual,First,22.54,1396,88.76,5,7650,1,0,1
2013,55176,Petrol,Manual,Second,17.4,1599,104,5,3470,1,1,0
2016,39854,Petrol,Manual,First,18,1198,86.7,5,5640,1,1,1
2013,24000,Petrol,Manual,First,16.47,1198,73.9,5,2950,1,1,1
2016,55000,Diesel,Manual,First,22.9,1248,74,5,5650,1,0,1
2012,45840,Diesel,Automatic,First,11.4,2953,153.86,7,8410,0,0,1
2006,155000,Petrol,Manual,Third,15.4,1590,94,5,850,1,1,0
2003,125000,Petrol,Manual,Second,18.9,998,67.1,5,800,1,1,0
2014,52951,Diesel,Manual,First,20.14,1498,88,5,5650,1,0,1
2013,49000,Petrol,Manual,First,17.1,1591,121.3,5,4500,1,1,1
2015,52000,Diesel,Manual,First,28.09,1248,88.5,5,6900,1,0,1
2013,120005,Diesel,Manual,First,21.64,1461,84.8,5,4000,1,0,1
2015,33000,Petrol,Manual,First,15,1598,103.52,5,5600,1,1,1
2016,126000,Petrol,Manual,First,15.1,1196,73,7,2200,1,1,1
2013,66700,Petrol,Manual,First,15,1598,103.5,5,4000,1,1,1
2014,122000,Diesel,Manual,Second,12.55,2982,168.5,7,16000,1,0,0
2016,29000,Diesel,Manual,First,19.67,1582,126.2,5,12600,1,0,1
2014,42315,Petrol,Manual,First,18.5,1197,82.9,5,4790,1,1,1
2015,22001,CNG,Manual,First,26.6,998,58.16,5,3650,1,0,1
2016,84580,Diesel,Manual,First,26,1498,98.6,5,6830,1,0,1
2002,75000,Petrol,Manual,First,16.1,796,37,4,510,1,1,1
2006,85000,Petrol,Manual,Second,13.8,1299,70,5,690,1,1,0
2015,24296,Petrol,Manual,First,20.85,1197,83.14,5,4650,1,1,1
2014,40000,Petrol,Manual,First,16.8,1497,116.3,5,6490,1,1,1
2009,64514,Diesel,Manual,First,16.8,1493,110,5,2900,1,0,1
2016,35000,Petrol,Manual,First,17.01,1591,121.3,5,7400,1,1,1
2016,41000,Petrol,Manual,Second,25.17,799,53.3,5,3250,1,1,0
2008,60123,Petrol,Manual,Second,18.9,998,67.1,5,1950,1,1,0
2015,53000,Petrol,Manual,Second,18.9,1197,82,5,4000,1,1,0
2017,9000,Petrol,Manual,First,18.6,1197,81.83,5,6850,1,1,1
2015,53497,Petrol,Manual,First,18,1198,86.7,5,5450,1,1,1
2007,68000,Diesel,Manual,First,17.8,1399,68,5,1990,1,0,1
2014,65000,Diesel,Automatic,First,19.08,1582,126.32,5,8990,0,0,1
2014,45155,Diesel,Manual,First,23.59,1364,67.04,5,6500,1,0,1
2018,20026,Petrol,Automatic,First,19,1199,88.7,5,9270,0,1,1
2015,60000,Diesel,Manual,First,23.9,1582,126.2,5,6990,1,0,1
2019,15976,Diesel,Automatic,First,17.9,2143,136,5,36760,0,0,1
